Date,Open,High,Low,Close,Adj Close,Volume
2005-07-11,10449.60,10657.69,10449.60,10640.83,.00,1183010000
2005-07-18,10640.19,10700.06,10574.99,10651.18,.00,1350100000
2005-07-25,10651.66,10717.73,10572.92,10640.91,.00,1059310000
2005-08-01,10641.78,10699.19,10554.45,10558.03,.00,1120970000
2005-08-08,10557.24,10719.41,10524.91,10600.31,.00,1104900000
2005-08-15,10599.19,10655.08,10503.37,10559.23,.00,1074630000
2005-08-22,10559.23,10641.15,10383.98,10397.29,.00,1063080000
2005-08-29,10396.90,10513.76,10349.37,10447.37,.00,1202300000
2005-09-06,10447.69,10695.92,10447.69,10678.56,.00,930590000
2005-09-12,10678.41,10701.81,10520.93,10641.94,.00,1421450000
2005-09-19,10641.87,10644.57,10350.96,10419.59,.00,1237590000
2005-09-26,10420.22,10569.81,10410.11,10568.70,.00,1156200000
2005-10-03,10569.50,10608.56,10218.09,10292.31,.00,1361530000
2005-10-10,10292.95,10323.12,10156.46,10287.34,.00,1300310000
2005-10-17,10287.42,10432.78,10193.45,10215.22,.00,1550130000
2005-10-24,10216.11,10434.47,10216.11,10402.77,.00,1297010000
2005-10-31,10403.17,10561.16,10388.76,10530.76,.00,1446040000
2005-11-07,10531.24,10696.45,10519.39,10686.04,.00,1176690000
2005-11-14,10686.60,10796.26,10652.27,10766.33,.00,1390200000
2005-11-21,10766.33,10955.48,10761.05,10931.62,.00,920670000
2005-11-28,10932.74,10959.79,10803.87,10877.51,.00,1244140000
2005-12-05,10876.95,10936.20,10729.67,10778.58,.00,1237680000
2005-12-12,10778.66,10940.34,10735.11,10875.59,.00,1636220000
2005-12-19,10875.51,10922.41,10789.62,10883.27,.00,1199680000
2005-12-27,10883.75,10932.82,10709.42,10717.50,.00,678450000
2006-01-03,10718.30,10968.84,10684.45,10959.31,.00,1117090000
2006-01-09,10959.47,11047.76,10921.53,10959.87,.00,1285110000
2006-01-17,10957.87,10957.87,10661.15,10667.39,.00,1503060000
2006-01-23,10668.75,10932.34,10666.35,10907.21,.00,1953890000
2006-01-30,10908.49,10967.57,10779.06,10793.62,.00,1687430000
2006-02-06,10793.30,10952.27,10737.67,10919.05,.00,1562910000
2006-02-13,10915.21,11131.95,10849.89,11115.32,.00,1482380000
2006-02-21,11115.48,11159.18,11010.22,11061.85,.00,1125370000
2006-02-27,11062.81,11132.61,10978.61,11021.59,.00,1504710000
2006-03-06,11022.47,11098.99,10922.73,11076.34,.00,1377720000
2006-03-13,11067.61,11290.07,11056.33,11279.65,.00,1564300000
2006-03-20,11278.93,11334.96,11221.54,11279.97,.00,1455410000
2006-03-27,11280.13,11281.77,11105.65,11109.32,.00,1372100000
2006-04-03,11113.00,11269.30,11108.02,11120.04,.00,1272240000
2006-04-10,11119.88,11186.64,11053.17,11137.65,.00,916920000
2006-04-17,11137.33,11405.88,11039.12,11347.45,.00,1503180000
2006-04-24,11346.81,11417.66,11260.84,11367.14,.00,1891680000
2006-05-01,11367.78,11586.38,11329.44,11577.74,.00,1754780000
2006-05-08,11576.37,11670.19,11374.74,11380.99,.00,1501450000
2006-05-15,11380.43,11460.55,11075.22,11144.06,.00,1830980000
2006-05-22,11143.42,11283.49,11030.47,11278.61,.00,1658460000
2006-05-30,11277.25,11285.82,11085.38,11247.87,.00,1178710000
2006-06-05,11247.55,11248.79,10757.55,10891.92,.00,1689430000
2006-06-12,10892.00,11045.20,10698.85,11014.55,.00,1838130000
2006-06-19,11014.87,11131.73,10907.29,10989.09,.00,1432790000
2006-06-26,10990.29,11235.63,10902.48,11150.22,.00,1435520000
2006-07-03,11149.34,11257.08,11066.01,11090.67,.00,861360000
2006-07-10,11091.71,11174.47,10701.34,10739.35,.00,1413050000
2006-07-17,10739.35,11038.48,10683.32,10868.38,.00,1653440000
2006-07-24,10868.70,11243.31,10868.62,11219.70,.00,1394640000
2006-07-31,11218.90,11344.17,11083.86,11240.35,.00,1077050000
2006-08-07,11239.47,11276.29,11042.64,11088.03,.00,1040640000
2006-08-14,11089.07,11381.47,11079.78,11381.47,.00,1159430000
2006-08-21,11380.67,11383.71,11260.28,11284.05,.00,901230000
2006-08-28,11285.33,11476.48,11273.49,11464.15,.00,884500000
2006-09-05,11461.83,11488.17,11323.84,11392.11,.00,751270000
2006-09-11,11389.87,11613.51,11342.17,11560.77,.00,1236720000
2006-09-18,11559.97,11630.56,11474.56,11508.10,.00,1037800000
2006-09-25,11509.30,11741.99,11486.00,11679.07,.00,1301090000
2006-10-02,11678.99,11870.06,11653.06,11850.21,.00,1206970000
2006-10-09,11849.56,11960.51,11794.17,11960.51,.00,1247300000
2006-10-16,11961.31,12049.51,11887.19,12002.37,.00,1428510000
2006-10-23,12116.51,12167.02,11971.79,12090.26,.00,1299390000
2006-10-30,12089.14,12123.96,11965.31,11986.04,.00,1149250000
2006-11-06,11985.16,12196.32,11984.76,12108.43,.00,1166080000
2006-11-13,12097.70,12342.56,12084.81,12342.56,.00,1216650000
2006-11-20,12340.71,12361.00,12258.86,12280.17,.00,700990000
2006-11-27,12279.13,12279.53,12072.60,12194.13,.00,1248940000
2006-12-04,12195.57,12360.76,12195.57,12307.49,.00,1216780000
2006-12-11,12306.21,12486.30,12252.05,12445.52,.00,1347160000
2006-12-18,12446.24,12498.47,12341.70,12343.22,.00,999800000
2006-12-26,12341.94,12529.88,12337.05,12463.15,.00,542160000
2007-01-03,12459.54,12580.35,12365.41,12398.01,.00,821480000
2007-01-08,12392.01,12561.04,12337.37,12556.08,.00,1193510000
2007-01-16,12555.84,12614.00,12523.55,12565.53,.00,1053610000
2007-01-22,12565.53,12623.45,12431.34,12487.02,.00,1269880000
2007-01-29,12487.10,12683.93,12459.46,12653.49,.00,1175700000
2007-02-05,12653.41,12700.28,12545.10,12580.83,.00,1013320000
2007-02-12,12580.11,12779.03,12536.21,12767.57,.00,1017640000
2007-02-20,12766.85,12795.93,12628.02,12647.48,.00,841520000
2007-02-26,12647.88,12697.23,12059.54,12114.10,.00,1723390000
2007-03-05,12111.61,12330.88,12039.11,12276.32,.00,1273230000
2007-03-12,12275.68,12349.95,11939.61,12110.41,.00,1486630000
2007-03-19,12110.41,12511.05,12110.41,12481.01,.00,1090210000
2007-03-26,12480.37,12486.78,12242.60,12354.35,.00,1095920000
2007-04-02,12354.52,12572.47,12324.28,12560.20,.00,804950000
2007-04-09,12562.64,12615.38,12428.22,12612.13,.00,1094290000
2007-04-16,12611.64,12966.29,12611.31,12961.98,.00,1422090000
2007-04-23,12961.98,13148.00,12901.68,13120.94,.00,1234390000
2007-04-30,13120.21,13284.53,13041.30,13264.62,.00,1247950000
2007-05-07,13264.13,13369.29,13210.90,13326.22,.00,1151310000
2007-05-14,13325.81,13558.48,13297.04,13556.53,.00,1181390000
2007-05-21,13556.53,13624.55,13423.90,13507.28,.00,1049380000
2007-05-29,13507.28,13692.00,13456.73,13668.11,.00,886690000
2007-06-04,13667.21,13690.38,13251.53,13424.39,.00,1178580000
2007-06-11,13424.39,13688.66,13287.62,13639.48,.00,1323530000
2007-06-18,13639.00,13674.36,13359.69,13360.26,.00,1304810000
2007-06-25,13360.09,13524.54,13259.86,13408.62,.00,1207920000
2007-07-02,13409.60,13633.63,13409.52,13611.68,.00,672870000
2007-07-09,13612.66,13932.29,13474.79,13907.25,.00,1216010000
2007-07-16,13907.09,14021.95,13797.67,13851.08,.00,1442520000
2007-07-23,13851.73,13973.99,13265.47,13265.47,.00,1565300000
2007-07-30,13266.21,13503.33,13132.65,13181.91,.00,1537930000
2007-08-06,13183.13,13695.82,13057.86,13239.54,.00,1574240000
2007-08-13,13239.54,13338.15,12517.94,13079.08,.00,1638230000
2007-08-20,13079.08,13381.47,12982.75,13378.87,.00,1025550000
2007-08-27,13377.16,13428.95,13034.78,13357.74,.00,1038510000
